,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,error,durationOpen,durationMeasured,method
3278,1999-04-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.192060972717915,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3279,1999-05-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.109806821558813,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3280,1999-06-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.20389341787169,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3281,1999-07-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.26016304071731,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3282,1999-08-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.329979275871374,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3283,1999-09-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.488230625980773,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3284,1999-10-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.525822127684915,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3285,1999-11-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.510454535255406,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3286,1999-12-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.352708007354853,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3287,2000-01-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.136088849336385,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3288,2000-02-29 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.07462711374511,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3289,2000-03-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.09650105074456,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3290,2000-04-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.058110207042095,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3291,2000-05-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.10237702626681,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3292,2000-06-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.4040738997728,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3293,2000-07-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.3973987036882,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3294,2000-08-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.447764070517294,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3295,2000-09-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.580156255930916,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3296,2000-10-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.658955796108728,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3297,2000-11-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.930317269489702,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3298,2000-12-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.780335260209952,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3299,2001-01-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.80030220265359,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3300,2001-02-28 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.125564886260833,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3301,2001-03-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.469284404850658,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3302,2001-04-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.75843904015958,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3303,2001-05-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.214608222377674,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3304,2001-06-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.269457392879637,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3305,2001-07-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.291954616216188,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3306,2001-08-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.46403500636164,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3307,2001-09-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.53191814939352,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3308,2001-10-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.553191478474858,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3309,2001-11-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.78043289690892,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3310,2001-12-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-20.012782898832192,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3311,2002-01-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.226910783434455,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3312,2002-02-28 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.741004052100767,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3313,2002-03-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.596723630313328,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3314,2002-04-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.317942695317733,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3315,2002-05-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.335142294873425,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3316,2002-06-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.090083337914496,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3317,2002-07-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.172993852714136,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3318,2002-08-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.378637746320248,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3319,2002-09-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.530210853124313,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3320,2002-10-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.42699253381771,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3321,2002-11-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.698298143096636,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3322,2002-12-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.13199764656365,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3323,2003-01-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.940129739137504,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3324,2003-02-28 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.174661052082012,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3325,2003-03-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.885565933980853,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3326,2003-04-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.04328417203819,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3327,2003-05-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.62402510875692,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3328,2003-06-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.584618053943622,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3329,2003-07-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.603383407356873,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3330,2003-08-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.693685774771847,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3331,2003-09-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.66445040900267,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3332,2003-10-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.93519907366336,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3333,2003-11-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.17729171556357,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3334,2003-12-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.996608613816164,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3335,2004-01-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.893455255088593,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3336,2004-02-29 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.930047311118052,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3337,2004-03-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.553690279810226,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3338,2004-04-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.75342473477554,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3339,2004-05-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.50983527933094,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3340,2004-06-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.4107548144914,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3341,2004-07-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.81396838402147,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3342,2004-08-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.86663643635339,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3343,2004-09-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.806516209191148,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3344,2004-10-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.61242801326958,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3345,2004-11-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.585266257589524,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3346,2004-12-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.433780715350274,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3347,2005-01-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.755531036515947,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3348,2005-02-28 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.35554349223934,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3349,2005-03-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.246593590747622,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3350,2005-04-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.70314886536757,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3351,2005-05-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.77533497571518,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3352,2005-06-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.85689264619931,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3353,2005-07-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.748707324591212,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3354,2005-08-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.75070142943713,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3355,2005-09-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.96856631974457,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3356,2005-10-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.156686614850578,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3357,2005-11-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.056222527160116,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3358,2005-12-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.692598943163986,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3359,2006-01-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-19.056493632003445,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3360,2006-02-28 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.602147240136667,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3361,2006-03-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.71894623501104,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3362,2006-04-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.986512004348373,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3363,2006-05-31 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.806623305595327,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
3364,2006-06-30 00:00:00,NASA-SE,66.4797,-42.5002,2425.0,10,-18.7444881627651,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),,0.5,0,720,thermocouple
