,latitude,longitude,elevation,date,depthOfTemperatureObservation,temperatureObserved
746,64.511,-49.26630000000001,1130.0,2015-11-30 00:00:00,10.0,-2.1498474365518803
747,64.511,-49.2663,1130.0,2015-12-31 00:00:00,10.0,-2.065972667594967
748,64.511,-49.2663,1130.0,2016-01-31 00:00:00,10.0,-2.0829536375613973
749,64.511,-49.2663,1130.0,2016-02-29 00:00:00,10.0,-2.168763289384364
750,64.511,-49.2663,1130.0,2016-03-31 00:00:00,10.0,-2.314863339725832
751,64.511,-49.26630000000001,1130.0,2016-04-30 00:00:00,10.0,-2.4652900373148947
752,64.511,-49.2663,1130.0,2016-05-31 00:00:00,10.0,-2.603874137935934
753,64.511,-49.26630000000001,1130.0,2016-06-30 00:00:00,10.0,-2.6834575830756497
754,64.511,-49.2663,1130.0,2016-07-31 00:00:00,10.0,-2.782083580227515
755,64.511,-49.2663,1130.0,2017-04-30 00:00:00,10.0,-2.022314367127766
756,64.511,-49.2663,1130.0,2017-05-31 00:00:00,10.0,-2.109413560556128
757,64.511,-49.2663,1130.0,2018-08-31 00:00:00,10.0,-2.777739716880342
758,64.511,-49.26630000000001,1130.0,2018-09-30 00:00:00,10.0,-2.662882535154379
759,64.511,-49.2663,1130.0,2018-10-31 00:00:00,10.0,-2.50953239983308
760,64.511,-49.26630000000001,1130.0,2018-11-30 00:00:00,10.0,-2.352088378877716
761,64.511,-49.2663,1130.0,2018-12-31 00:00:00,10.0,-2.283956872362876
762,64.511,-49.2663,1130.0,2019-01-31 00:00:00,10.0,-2.3513841726851545
763,64.511,-49.2663,1130.0,2019-02-28 00:00:00,10.0,-2.430824847424034
764,64.511,-49.2663,1130.0,2019-03-31 00:00:00,10.0,-2.5447652419305635
765,64.511,-49.26630000000001,1130.0,2019-04-30 00:00:00,10.0,-2.7413734815823294
766,64.511,-49.2663,1130.0,2019-05-31 00:00:00,10.0,-2.8710457357257955
767,64.511,-49.2663,1130.0,2019-06-30 00:00:00,10.0,-2.84713451650394
768,64.511,-49.2663,1130.0,2019-07-31 00:00:00,10.0,-2.928051815336463
769,61.0308,-46.8488,280.0,2009-09-30 00:00:00,10.0,0.0509732350718065
770,61.030800000000006,-46.8488,280.0,2010-07-31 00:00:00,10.0,-0.0224744266666666
771,61.0308,-46.8488,280.0,2011-08-31 00:00:00,10.0,-0.0158941400462963
772,61.03079999999999,-46.8488,280.0,2011-09-30 00:00:00,10.0,0.0317461604095562
773,61.030800000000006,-46.8488,280.0,2012-02-29 00:00:00,10.0,0.0743433866810366
774,61.030800000000006,-46.8488,280.0,2012-03-31 00:00:00,10.0,-0.0871535719508304
775,61.0308,-46.8488,280.0,2012-04-30 00:00:00,10.0,-0.0956397539057737
776,61.0308,-46.8488,280.0,2012-05-31 00:00:00,10.0,-0.2399147756667253
777,61.03079999999999,-46.8488,280.0,2013-08-31 00:00:00,10.0,0.0919868681318681
778,61.030800000000006,-46.8488,280.0,2013-09-30 00:00:00,10.0,0.0887438917575466
779,61.030800000000006,-46.8488,280.0,2013-10-31 00:00:00,10.0,0.0881155276076525
780,61.030800000000006,-46.8488,280.0,2013-11-30 00:00:00,10.0,0.0816269398103115
781,61.0308,-46.8488,280.0,2013-12-31 00:00:00,10.0,0.0838967728513782
782,61.0308,-46.8488,280.0,2014-03-31 00:00:00,10.0,-0.0438853997148368
783,61.0308,-46.8488,280.0,2014-04-30 00:00:00,10.0,-0.2728798380671303
784,61.030800000000006,-46.8488,280.0,2014-05-31 00:00:00,10.0,-0.3161380558033969
785,61.0308,-46.8488,280.0,2014-06-30 00:00:00,10.0,-0.3072583075207239
786,61.0308,-46.8488,280.0,2014-08-31 00:00:00,10.0,-0.0864636111111112
787,61.0308,-46.8488,280.0,2014-09-30 00:00:00,10.0,-0.1012811648960744
788,61.0308,-46.8488,280.0,2014-10-31 00:00:00,10.0,-0.1153512440543684
789,61.0308,-46.8488,280.0,2014-11-30 00:00:00,10.0,-0.1155136748363856
790,61.030800000000006,-46.8488,280.0,2014-12-31 00:00:00,10.0,-0.0697297103043204
791,61.0308,-46.8488,280.0,2015-01-31 00:00:00,10.0,0.0412300866933226
792,61.030800000000006,-46.8488,280.0,2015-02-28 00:00:00,10.0,0.0711460236138382
793,61.030800000000006,-46.8488,280.0,2015-03-31 00:00:00,10.0,-0.0801406517463033
794,61.0308,-46.8488,280.0,2015-04-30 00:00:00,10.0,-0.329899945865527
795,61.030800000000006,-46.8488,280.0,2015-05-31 00:00:00,10.0,-0.5027920095063818
796,61.030800000000006,-46.8488,280.0,2015-06-30 00:00:00,10.0,-0.6340875648214926
797,61.0308,-46.8488,280.0,2016-08-31 00:00:00,10.0,-0.1202601091269843
798,61.0308,-46.8488,280.0,2016-09-30 00:00:00,10.0,-0.1329498589743591
799,61.0308,-46.8488,280.0,2017-01-31 00:00:00,10.0,0.0912365283871486
800,61.03079999999999,-46.8488,280.0,2017-02-28 00:00:00,10.0,0.0155536493531318
801,61.030800000000006,-46.8488,280.0,2017-03-31 00:00:00,10.0,-0.2737893669648882
802,61.0308,-46.8488,280.0,2017-04-30 00:00:00,10.0,-0.6426401470874139
803,61.0308,-46.8488,280.0,2017-05-31 00:00:00,10.0,-0.7216301335877126
804,61.0308,-46.8488,280.0,2019-08-31 00:00:00,10.0,-0.0247341666666667
805,61.03079999999999,-46.8488,280.0,2019-09-30 00:00:00,10.0,-0.0294254824873657
806,61.0308,-46.8488,280.0,2019-10-31 00:00:00,10.0,-0.0286527395922434
807,61.0308,-46.8488,280.0,2019-12-31 00:00:00,10.0,-0.0409000619481292
808,61.0308,-46.8488,280.0,2020-03-31 00:00:00,10.0,0.0553726822441666
809,61.0308,-46.8488,280.0,2020-04-30 00:00:00,10.0,0.024546791719588
810,61.17580000000001,-46.819,900.0,2008-08-31 00:00:00,10.0,-0.6539143132716049
811,61.1758,-46.819,900.0,2008-09-30 00:00:00,10.0,-0.5295959761920984
812,61.1758,-46.819,900.0,2008-10-31 00:00:00,10.0,-0.2437491040899038
813,61.1758,-46.819,900.0,2010-07-31 00:00:00,10.0,-0.2329510555555554
814,61.1758,-46.819,900.0,2010-08-31 00:00:00,10.0,-0.2969153977272726
815,61.17580000000001,-46.819,900.0,2011-01-31 00:00:00,10.0,-0.0169190911926082
816,61.1758,-46.819,900.0,2011-02-28 00:00:00,10.0,-0.1894160849051678
817,61.1758,-46.819,900.0,2011-03-31 00:00:00,10.0,-0.3144801956951463
818,61.1758,-46.819,900.0,2011-04-30 00:00:00,10.0,-0.4205813183425544
819,61.1758,-46.819,900.0,2011-05-31 00:00:00,10.0,-0.5770679440910498
820,61.1758,-46.819,900.0,2011-06-30 00:00:00,10.0,-0.676179821245462
821,61.1758,-46.819,900.0,2011-07-31 00:00:00,10.0,-0.6517449558059953
822,61.1758,-46.819,900.0,2012-02-29 00:00:00,10.0,-0.6754782659087758
823,61.1758,-46.819,900.0,2012-03-31 00:00:00,10.0,-0.9263718880380372
824,61.1758,-46.819,900.0,2012-04-30 00:00:00,10.0,-1.2429316078463442
825,61.1758,-46.819,900.0,2012-05-31 00:00:00,10.0,-1.508515014177325
826,61.1758,-46.819,900.0,2012-06-30 00:00:00,10.0,-1.4785228897542262
827,61.1758,-46.819,900.0,2015-09-30 00:00:00,10.0,-0.603723136740557
828,61.1758,-46.819,900.0,2015-10-31 00:00:00,10.0,-0.5266487938714086
829,61.1758,-46.819,900.0,2015-11-30 00:00:00,10.0,-0.4338687784469687
830,61.1758,-46.819,900.0,2015-12-31 00:00:00,10.0,-0.3950444358247321
831,61.1758,-46.819,900.0,2016-01-31 00:00:00,10.0,-0.3663622232927239
832,61.1758,-46.819,900.0,2016-02-29 00:00:00,10.0,-0.4247000832570399
833,61.1758,-46.819,900.0,2016-03-31 00:00:00,10.0,-0.5359912701591473
834,61.1758,-46.819,900.0,2016-04-30 00:00:00,10.0,-0.6815003500430193
835,61.1758,-46.819,900.0,2016-05-31 00:00:00,10.0,-0.747477162782554
836,61.1758,-46.819,900.0,2016-06-30 00:00:00,10.0,-0.7567167574300001
837,61.1758,-46.819,900.0,2016-07-31 00:00:00,10.0,-0.6573008592861915
838,61.1758,-46.819,900.0,2017-01-31 00:00:00,10.0,-0.450710546530925
839,61.1758,-46.819,900.0,2017-02-28 00:00:00,10.0,-0.4302725416615667
840,61.1758,-46.819,900.0,2017-03-31 00:00:00,10.0,-0.5208963944913314
841,61.1758,-46.819,900.0,2017-04-30 00:00:00,10.0,-0.7009252975394777
842,61.1758,-46.819,900.0,2017-05-31 00:00:00,10.0,-0.7945896016774048
843,61.17580000000001,-46.819,900.0,2018-02-28 00:00:00,10.0,0.0350674411289182
844,61.1758,-46.819,900.0,2018-05-31 00:00:00,10.0,-0.7442725002971433
845,61.1758,-46.819,900.0,2018-06-30 00:00:00,10.0,-0.7934204138810314
846,61.1758,-46.819,900.0,2018-09-30 00:00:00,10.0,-0.8717231428174048
847,61.1758,-46.819,900.0,2018-10-31 00:00:00,10.0,-0.8485787371254162
848,61.1758,-46.819,900.0,2018-11-30 00:00:00,10.0,-0.7763285661983169
849,61.1758,-46.819,900.0,2018-12-31 00:00:00,10.0,-0.7074563246465793
850,61.1758,-46.819,900.0,2019-01-31 00:00:00,10.0,-0.7689296757994442
851,61.1758,-46.819,900.0,2019-02-28 00:00:00,10.0,-0.8670154004896514
852,61.1758,-46.819,900.0,2019-03-31 00:00:00,10.0,-0.9737952442071418
853,61.1758,-46.819,900.0,2019-04-30 00:00:00,10.0,-1.1288284715969394
854,61.1758,-46.819,900.0,2019-05-31 00:00:00,10.0,-1.1868152615996006
855,61.1758,-46.819,900.0,2019-06-30 00:00:00,10.0,-1.1697536731183786
856,61.1758,-46.819,900.0,2019-07-31 00:00:00,10.0,-1.1264377549927764
857,61.1758,-46.819,900.0,2020-04-30 00:00:00,10.0,-1.7344995875329343
858,61.1758,-46.819,900.0,2020-05-31 00:00:00,10.0,-1.9499882161698576
859,61.1758,-46.819,900.0,2020-06-30 00:00:00,10.0,-1.931287962895187
860,61.1758,-46.819,900.0,2020-07-31 00:00:00,10.0,-1.9399643701765985
861,61.17580000000001,-46.819,900.0,2020-11-30 00:00:00,10.0,-1.050676088357418
862,61.1758,-46.819,900.0,2020-12-31 00:00:00,10.0,-0.9122606577225864
863,61.1758,-46.819,900.0,2021-01-31 00:00:00,10.0,-0.8122237673447265
864,61.1758,-46.819,900.0,2021-02-28 00:00:00,10.0,-0.8300164101199573
865,61.1758,-46.819,900.0,2021-03-31 00:00:00,10.0,-0.8016144197060625
866,61.1758,-46.819,900.0,2021-04-30 00:00:00,10.0,-0.7802267012624923
867,61.1758,-46.819,900.0,2021-05-31 00:00:00,10.0,-0.8271499090210248
868,61.1758,-46.819,900.0,2021-06-30 00:00:00,10.0,-0.9648724595513936
869,72.224,-26.818,470.0,2008-07-31 00:00:00,10.0,-8.659958226950355
870,72.224,-26.818,470.0,2008-08-31 00:00:00,10.0,-8.741519350358423
871,72.224,-26.818,470.0,2008-09-30 00:00:00,10.0,-8.85406385897436
872,72.224,-26.818,470.0,2008-11-30 00:00:00,10.0,-8.231101755804064
873,72.224,-26.818,470.0,2008-12-31 00:00:00,10.0,-7.585037255569624
874,72.224,-26.818,470.0,2009-01-31 00:00:00,10.0,-7.61399552637989
875,72.224,-26.818,470.0,2009-02-28 00:00:00,10.0,-7.783012364425931
876,72.224,-26.818,470.0,2009-03-31 00:00:00,10.0,-8.030689397982952
877,72.224,-26.818000000000005,470.0,2009-04-30 00:00:00,10.0,-8.366931911534762
878,72.224,-26.818,470.0,2009-05-31 00:00:00,10.0,-8.68679633982912
879,72.224,-26.818,470.0,2014-08-31 00:00:00,10.0,-8.792755790401214
880,72.224,-26.818,470.0,2015-03-31 00:00:00,10.0,-8.040847466642644
881,72.224,-26.818,470.0,2015-04-30 00:00:00,10.0,-8.277288071186264
882,72.224,-26.818,470.0,2017-08-31 00:00:00,10.0,-8.60826696637427
883,72.224,-26.818000000000005,470.0,2017-09-30 00:00:00,10.0,-8.452809673105797
884,72.224,-26.818,470.0,2017-10-31 00:00:00,10.0,-8.134299557188353
885,72.224,-26.818000000000005,470.0,2017-11-30 00:00:00,10.0,-7.851173334228383
886,72.224,-26.818,470.0,2017-12-31 00:00:00,10.0,-7.692121067729289
887,72.224,-26.818,470.0,2018-01-31 00:00:00,10.0,-7.788406056212752
888,72.224,-26.818,470.0,2018-02-28 00:00:00,10.0,-8.079708054563175
889,72.224,-26.818,470.0,2018-03-31 00:00:00,10.0,-8.451645495900767
890,72.224,-26.818000000000005,470.0,2018-04-30 00:00:00,10.0,-8.79504244750057
891,72.224,-26.818,470.0,2018-05-31 00:00:00,10.0,-9.083047879902718
892,72.224,-26.818000000000005,470.0,2018-06-30 00:00:00,10.0,-9.164239311838625
893,72.224,-26.818,470.0,2018-07-31 00:00:00,10.0,-9.28600387254902
894,72.224,-26.818,470.0,2020-08-31 00:00:00,10.0,-8.965680194444445
895,72.224,-26.818,470.0,2020-09-30 00:00:00,10.0,-8.987500552404036
896,72.224,-26.818,470.0,2020-10-31 00:00:00,10.0,-8.845904810430925
897,72.224,-26.818,470.0,2021-04-30 00:00:00,10.0,-8.629443995421488
898,72.224,-26.818,470.0,2021-05-31 00:00:00,10.0,-8.891710094867362
899,72.224,-26.818,470.0,2021-06-30 00:00:00,10.0,-9.136674666666668
900,72.3937,-27.2383,980.0,2008-07-31 00:00:00,10.0,-12.91878269972452
901,72.3937,-27.2383,980.0,2008-08-31 00:00:00,10.0,-12.952675463591136
902,72.3937,-27.2383,980.0,2008-09-30 00:00:00,10.0,-12.919470266964112
903,72.3937,-27.2383,980.0,2008-10-31 00:00:00,10.0,-12.606682642522095
904,72.3937,-27.2383,980.0,2008-11-30 00:00:00,10.0,-12.110893825221211
905,72.3937,-27.2383,980.0,2008-12-31 00:00:00,10.0,-11.727130744516227
906,72.3937,-27.2383,980.0,2009-01-31 00:00:00,10.0,-11.57018924237244
907,72.3937,-27.2383,980.0,2009-02-28 00:00:00,10.0,-11.617256567932126
908,72.3937,-27.2383,980.0,2009-03-31 00:00:00,10.0,-11.727596364067493
909,72.3937,-27.2383,980.0,2009-04-30 00:00:00,10.0,-11.86921005157276
910,72.3937,-27.2383,980.0,2009-05-31 00:00:00,10.0,-12.058114492770033
911,72.3937,-27.2383,980.0,2009-06-30 00:00:00,10.0,-12.088926185809669
912,72.3937,-27.2383,980.0,2009-07-31 00:00:00,10.0,-12.148118383581034
913,72.3937,-27.2383,980.0,2010-08-31 00:00:00,10.0,-13.02411297198259
914,72.3937,-27.2383,980.0,2010-09-30 00:00:00,10.0,-13.073245885217462
915,72.3937,-27.2383,980.0,2010-10-31 00:00:00,10.0,-12.685940712930435
916,72.3937,-27.2383,980.0,2010-11-30 00:00:00,10.0,-12.321381370341502
917,72.3937,-27.2383,980.0,2010-12-31 00:00:00,10.0,-11.891173712163026
918,72.3937,-27.2383,980.0,2011-01-31 00:00:00,10.0,-11.745291205120951
919,72.3937,-27.2383,980.0,2011-02-28 00:00:00,10.0,-11.7693178033892
920,72.3937,-27.2383,980.0,2011-03-31 00:00:00,10.0,-11.939407068989572
921,72.3937,-27.2383,980.0,2011-04-30 00:00:00,10.0,-12.172081785121382
922,72.3937,-27.2383,980.0,2011-05-31 00:00:00,10.0,-12.48633271889437
923,72.3937,-27.2383,980.0,2011-06-30 00:00:00,10.0,-12.825929695849274
924,72.3937,-27.238299999999995,980.0,2011-07-31 00:00:00,10.0,-12.986696112204182
925,72.3937,-27.2383,980.0,2012-09-30 00:00:00,10.0,-12.382165899540697
926,72.3937,-27.2383,980.0,2012-10-31 00:00:00,10.0,-12.102938362773845
927,72.3937,-27.2383,980.0,2012-11-30 00:00:00,10.0,-11.795129336917046
928,72.3937,-27.2383,980.0,2012-12-31 00:00:00,10.0,-11.616045422582934
929,72.3937,-27.2383,980.0,2013-01-31 00:00:00,10.0,-11.654241209489802
930,72.3937,-27.2383,980.0,2013-02-28 00:00:00,10.0,-11.85073764876786
931,72.3937,-27.2383,980.0,2013-03-31 00:00:00,10.0,-12.137938706212722
932,72.3937,-27.2383,980.0,2013-04-30 00:00:00,10.0,-12.4462717004082
933,72.3937,-27.2383,980.0,2013-05-31 00:00:00,10.0,-12.746323782811936
934,72.3937,-27.2383,980.0,2013-06-30 00:00:00,10.0,-12.860117438308928
935,72.3937,-27.2383,980.0,2013-07-31 00:00:00,10.0,-12.94282301117686
936,72.3937,-27.2383,980.0,2014-08-31 00:00:00,10.0,-13.16862135802469
937,72.3937,-27.238299999999995,980.0,2014-09-30 00:00:00,10.0,-12.973238607520209
938,72.3937,-27.2383,980.0,2014-10-31 00:00:00,10.0,-12.626620602171162
939,72.3937,-27.2383,980.0,2015-04-30 00:00:00,10.0,-12.197472011783594
940,72.3937,-27.2383,980.0,2015-05-31 00:00:00,10.0,-12.373034524846862
941,72.3937,-27.2383,980.0,2015-06-30 00:00:00,10.0,-12.569538004926963
942,72.3937,-27.2383,980.0,2015-07-31 00:00:00,10.0,-12.786268985507244
943,72.3937,-27.2383,980.0,2020-08-31 00:00:00,10.0,-12.625816106442576
944,72.3937,-27.2383,980.0,2020-09-30 00:00:00,10.0,-12.450175073978674
945,72.3937,-27.2383,980.0,2020-10-31 00:00:00,10.0,-12.078015980144226
946,72.3937,-27.2383,980.0,2021-04-30 00:00:00,10.0,-12.278495065155273
947,72.3937,-27.2383,980.0,2021-05-31 00:00:00,10.0,-12.536895113202307
948,72.3937,-27.2383,980.0,2021-06-30 00:00:00,10.0,-12.78239041133631
949,72.3937,-27.2383,980.0,2021-07-31 00:00:00,10.0,-12.983949035087718
950,65.7797,-38.9008,890.0,2013-09-30 00:00:00,10.0,-3.5369963979016528
951,65.7797,-38.9008,890.0,2013-10-31 00:00:00,10.0,-3.4438603642519703
952,65.7797,-38.9008,890.0,2013-11-30 00:00:00,10.0,-3.333026892130716
953,65.7797,-38.9008,890.0,2013-12-31 00:00:00,10.0,-3.304068780153263
954,65.7797,-38.9008,890.0,2014-01-31 00:00:00,10.0,-3.4468008854201244
955,65.7797,-38.9008,890.0,2014-02-28 00:00:00,10.0,-3.75884299563638
956,65.7797,-38.9008,890.0,2014-03-31 00:00:00,10.0,-3.982737564715447
957,65.7797,-38.9008,890.0,2014-04-30 00:00:00,10.0,-4.226295752706282
958,65.7797,-38.9008,890.0,2014-05-31 00:00:00,10.0,-4.403011159583511
959,65.7797,-38.9008,890.0,2014-06-30 00:00:00,10.0,-4.306721908513738
960,65.7797,-38.9008,890.0,2014-07-31 00:00:00,10.0,-4.172255959224312
961,65.7797,-38.9008,890.0,2014-08-31 00:00:00,10.0,-4.152183018822912
962,65.7797,-38.9008,890.0,2014-11-30 00:00:00,10.0,-3.7137863607834345
963,65.7797,-38.9008,890.0,2014-12-31 00:00:00,10.0,-3.5761767704441323
964,65.7797,-38.9008,890.0,2015-01-31 00:00:00,10.0,-3.509902411765488
965,65.7797,-38.9008,890.0,2015-02-28 00:00:00,10.0,-3.5299779058109086
966,65.7797,-38.9008,890.0,2015-03-31 00:00:00,10.0,-3.5804834905053453
967,65.7797,-38.9008,890.0,2015-04-30 00:00:00,10.0,-3.654667821621031
968,65.7797,-38.9008,890.0,2015-05-31 00:00:00,10.0,-3.764700539379848
969,65.7797,-38.9008,890.0,2015-06-30 00:00:00,10.0,-3.834359211249546
970,65.7797,-38.9008,890.0,2015-07-31 00:00:00,10.0,-3.8394874511430768
971,65.7797,-38.9008,890.0,2015-09-30 00:00:00,10.0,-3.978185945279809
972,65.7797,-38.9008,890.0,2015-10-31 00:00:00,10.0,-3.814569169326187
973,65.7797,-38.9008,890.0,2015-11-30 00:00:00,10.0,-3.5788967920658346
974,65.7797,-38.9008,890.0,2015-12-31 00:00:00,10.0,-3.362389188447912
975,65.7797,-38.9008,890.0,2016-01-31 00:00:00,10.0,-3.2015487462278136
976,65.7797,-38.9008,890.0,2016-02-29 00:00:00,10.0,-3.182014841294296
977,65.7797,-38.9008,890.0,2016-03-31 00:00:00,10.0,-3.286494864925707
978,65.7797,-38.9008,890.0,2016-04-30 00:00:00,10.0,-3.40644108087822
979,65.7797,-38.9008,890.0,2016-05-31 00:00:00,10.0,-3.508864077055901
980,65.7797,-38.9008,890.0,2016-06-30 00:00:00,10.0,-3.612299291405586
981,65.7797,-38.9008,890.0,2016-08-31 00:00:00,10.0,-3.2188583333333334
982,65.7797,-38.9008,890.0,2016-09-30 00:00:00,10.0,-3.2268513484466244
983,65.7797,-38.9008,890.0,2016-10-31 00:00:00,10.0,-3.0913040101876046
984,65.7797,-38.9008,890.0,2016-11-30 00:00:00,10.0,-2.904962026863424
985,65.7797,-38.9008,890.0,2016-12-31 00:00:00,10.0,-2.760524570212782
986,65.7797,-38.9008,890.0,2017-01-31 00:00:00,10.0,-2.676149492130153
987,65.7797,-38.9008,890.0,2017-02-28 00:00:00,10.0,-2.687437431457333
988,65.7797,-38.9008,890.0,2017-03-31 00:00:00,10.0,-2.813758274387281
989,65.7797,-38.9008,890.0,2017-04-30 00:00:00,10.0,-2.938922169218608
990,65.7797,-38.9008,890.0,2017-05-31 00:00:00,10.0,-3.000903747851819
991,65.7797,-38.9008,890.0,2017-06-30 00:00:00,10.0,-2.883528791618802
992,65.7797,-38.9008,890.0,2017-07-31 00:00:00,10.0,-2.850976652102424
993,65.7797,-38.9008,890.0,2017-08-31 00:00:00,10.0,-2.8637231054151977
994,65.7797,-38.9008,890.0,2017-12-31 00:00:00,10.0,-2.264371268630794
995,65.7797,-38.9008,890.0,2018-02-28 00:00:00,10.0,-2.216557156229552
996,65.7797,-38.9008,890.0,2018-03-31 00:00:00,10.0,-2.351803513372697
997,65.7797,-38.9008,890.0,2018-04-30 00:00:00,10.0,-2.558625295622893
998,65.7797,-38.9008,890.0,2018-05-31 00:00:00,10.0,-2.7996987647800777
999,65.7797,-38.9008,890.0,2018-06-30 00:00:00,10.0,-2.924976490048888
1000,65.7797,-38.9008,890.0,2018-09-30 00:00:00,10.0,-2.7897663824131653
1001,65.7797,-38.9008,890.0,2018-10-31 00:00:00,10.0,-2.5464646882799404
1002,65.7797,-38.9008,890.0,2018-11-30 00:00:00,10.0,-2.62844606378925
1003,65.7797,-38.9008,890.0,2018-12-31 00:00:00,10.0,-2.9212481649887505
1004,65.7797,-38.9008,890.0,2019-01-31 00:00:00,10.0,-3.057481607032662
1005,65.7797,-38.9008,890.0,2019-02-28 00:00:00,10.0,-3.1876491303553123
1006,65.7797,-38.9008,890.0,2019-03-31 00:00:00,10.0,-3.277799268117107
1007,65.7797,-38.9008,890.0,2019-04-30 00:00:00,10.0,-3.3950040167371576
1008,65.7797,-38.9008,890.0,2019-05-31 00:00:00,10.0,-3.480985361940392
1009,65.7797,-38.9008,890.0,2019-06-30 00:00:00,10.0,-3.607312223494784
1010,65.7797,-38.9008,890.0,2019-07-31 00:00:00,10.0,-3.3429850548313387
1011,65.7797,-38.9008,890.0,2019-08-31 00:00:00,10.0,-2.524748653122202
1012,65.7797,-38.9008,890.0,2019-09-30 00:00:00,10.0,-1.6499825149525098
1013,65.7797,-38.9008,890.0,2019-10-31 00:00:00,10.0,-1.569482586272109
1014,65.7797,-38.9008,890.0,2019-11-30 00:00:00,10.0,-2.0908871079574003
1015,65.7797,-38.9008,890.0,2019-12-31 00:00:00,10.0,-2.8990380740169743
1016,65.7797,-38.9008,890.0,2020-01-31 00:00:00,10.0,-3.519546197418169
1017,65.7797,-38.9008,890.0,2020-02-29 00:00:00,10.0,-4.115190034636092
1018,65.7797,-38.9008,890.0,2020-03-31 00:00:00,10.0,-4.40014526472719
1019,65.6403,-38.8987,260.0,2009-05-31 00:00:00,10.0,-0.7027697210497601
1020,65.6403,-38.8987,260.0,2009-06-30 00:00:00,10.0,-0.5013163262223309
1021,65.6403,-38.8987,260.0,2009-07-31 00:00:00,10.0,0.0584457149278091
1022,65.6403,-38.8987,260.0,2012-09-30 00:00:00,10.0,-0.0743383276471563
1023,65.6403,-38.898700000000005,260.0,2012-10-31 00:00:00,10.0,-0.0966969821579969
1024,65.6403,-38.8987,260.0,2012-11-30 00:00:00,10.0,-0.0477178831368866
1025,65.6403,-38.8987,260.0,2012-12-31 00:00:00,10.0,0.018773911096865
1026,65.6403,-38.8987,260.0,2013-01-31 00:00:00,10.0,-0.0342991938338019
1027,65.6403,-38.8987,260.0,2013-02-28 00:00:00,10.0,-0.2340639917708076
1028,65.6403,-38.8987,260.0,2013-03-31 00:00:00,10.0,-0.3175274298917642
1029,65.6403,-38.8987,260.0,2013-04-30 00:00:00,10.0,-0.4138895889766346
1030,65.6403,-38.8987,260.0,2013-05-31 00:00:00,10.0,-0.5351880241112829
1031,65.6403,-38.8987,260.0,2013-06-30 00:00:00,10.0,-0.6246843116390031
1032,65.6403,-38.8987,260.0,2013-07-31 00:00:00,10.0,-0.6149865118305653
1033,65.6403,-38.8987,260.0,2013-08-31 00:00:00,10.0,-0.0464077768691976
1034,65.6403,-38.8987,260.0,2014-08-31 00:00:00,10.0,-0.1406337958570074
1035,65.6403,-38.8987,260.0,2014-09-30 00:00:00,10.0,-0.1443508619069146
1036,65.6403,-38.8987,260.0,2014-12-31 00:00:00,10.0,-0.1095990306100161
1037,65.6403,-38.8987,260.0,2015-08-31 00:00:00,10.0,-0.0945304535394706
1038,65.6403,-38.8987,260.0,2015-09-30 00:00:00,10.0,-0.1089923114788381
1039,65.6403,-38.8987,260.0,2015-10-31 00:00:00,10.0,-0.1099682027492831
1040,65.6403,-38.8987,260.0,2015-11-30 00:00:00,10.0,-0.1027209702570632
1041,65.6403,-38.8987,260.0,2015-12-31 00:00:00,10.0,-0.1054970188147322
1042,65.6403,-38.8987,260.0,2016-01-31 00:00:00,10.0,-0.0073694488480155
1043,65.6403,-38.8987,260.0,2016-04-30 00:00:00,10.0,-0.01068378830339
1044,65.6403,-38.8987,260.0,2016-05-31 00:00:00,10.0,-0.2358159961268506
1045,65.6403,-38.8987,260.0,2016-06-30 00:00:00,10.0,-0.3596786569378346
1046,65.6403,-38.8987,260.0,2016-08-31 00:00:00,10.0,-0.1469829123756242
1047,65.6403,-38.8987,260.0,2016-09-30 00:00:00,10.0,-0.1653230159538045
1048,65.6403,-38.8987,260.0,2016-10-31 00:00:00,10.0,-0.1814701350085759
1049,65.6403,-38.8987,260.0,2017-08-31 00:00:00,10.0,-0.127341988500215
1050,65.6403,-38.8987,260.0,2017-09-30 00:00:00,10.0,-0.127312391046797
1051,65.6403,-38.8987,260.0,2018-03-31 00:00:00,10.0,-0.1031616540284956
1052,65.6403,-38.8987,260.0,2018-04-30 00:00:00,10.0,-0.2487330673819139
1053,65.6403,-38.8987,260.0,2018-05-31 00:00:00,10.0,-0.6921185699202382
1054,76.3998,-68.2662,570.0,2010-08-31 00:00:00,10.0,-11.207458342679129
1055,76.3998,-68.2662,570.0,2010-09-30 00:00:00,10.0,-11.187120893194326
1056,76.3998,-68.2662,570.0,2011-02-28 00:00:00,10.0,-9.59608395754255
1057,76.3998,-68.2662,570.0,2011-03-31 00:00:00,10.0,-9.60426239762712
1058,76.3998,-68.2662,570.0,2011-04-30 00:00:00,10.0,-9.66417338829863
1059,76.3998,-68.2662,570.0,2011-06-30 00:00:00,10.0,-10.235186827820186
1060,76.3998,-68.2662,570.0,2011-07-31 00:00:00,10.0,-10.339793673469387
1061,76.3998,-68.2662,570.0,2014-09-30 00:00:00,10.0,-10.680015037196146
1062,76.3998,-68.2662,570.0,2014-10-31 00:00:00,10.0,-10.409509307788973
1063,76.3998,-68.2662,570.0,2014-11-30 00:00:00,10.0,-10.020060059185855
1064,76.3998,-68.2662,570.0,2014-12-31 00:00:00,10.0,-9.771383598729583
1065,76.3998,-68.2662,570.0,2015-01-31 00:00:00,10.0,-9.63555135738162
