2, 256, -0.25, 1.32, 0.03, 1.71
2, 256, -0.25, 1.28, 0.03, 1.66
2, 256, -0.24, 1.27, 0.03, 1.67
2, 256, -0.23, 1.29, 0.02, 1.68
2, 256, -0.28, 1.30, 0.04, 1.69
2, 256, -0.25, 1.30, 0.03, 1.67
2, 256, -0.24, 1.30, 0.04, 1.68
2, 256, -0.29, 1.32, 0.03, 1.66
3, 8, -0.90, 1.88, -0.06, 2.78
3, 8, 0.07, 1.86, 0.55, 2.83
3, 8, -0.05, 2.18, 0.16, 2.77
3, 8, -0.16, 1.78, 0.26, 2.52
3, 8, 0.50, 1.89, 0.53, 2.81
3, 8, -1.08, 3.15, 0.13, 3.91
3, 8, -5.78, 8.40, -2.08, 6.65
3, 8, 0.62, 4.07, 1.79, 4.35
3, 8, 0.34, 1.69, 0.22, 2.46
3, 8, 1.07, 2.80, 1.76, 4.89
3, 16, 0.09, 1.34, 0.23, 2.46
3, 16, 0.22, 1.85, 0.52, 2.71
3, 16, 0.01, 1.47, 0.06, 2.09
3, 16, -0.10, 1.49, 0.13, 2.16
3, 16, -0.26, 1.59, 0.26, 2.59
3, 16, -0.07, 1.41, 0.26, 2.22
3, 16, -0.40, 1.50, 0.15, 2.36
3, 16, -0.29, 1.42, 0.16, 2.26
3, 16, -0.07, 1.43, 0.16, 2.09
3, 16, -0.22, 1.63, 0.07, 2.37
3, 32, -0.05, 1.31, 0.12, 2.11
3, 32, -0.06, 1.46, 0.08, 1.88
3, 32, -0.12, 1.41, 0.09, 1.93
3, 32, -0.10, 1.16, 0.09, 1.91
3, 32, 0.08, 1.36, 0.14, 2.01
3, 32, 0.03, 1.38, 0.12, 1.89
3, 32, -0.21, 1.54, 0.07, 1.95
3, 32, -0.02, 1.40, 0.08, 1.94
3, 32, 0.21, 1.42, 0.15, 1.99
3, 32, 0.03, 1.42, 0.12, 2.04
3, 64, -0.18, 1.36, 0.06, 1.72
3, 64, -0.35, 1.40, 0.04, 1.78
3, 64, -0.09, 1.38, 0.04, 1.73
3, 64, -0.06, 1.28, 0.05, 1.76
3, 64, -0.27, 1.37, 0.07, 1.75
3, 64, -0.13, 1.40, 0.08, 1.81
3, 64, -0.33, 1.36, 0.06, 1.76
3, 64, -0.22, 1.33, 0.04, 1.75
3, 64, -0.09, 1.44, 0.03, 1.72
3, 64, 0.02, 1.34, 0.07, 1.83
3, 128, -0.24, 1.29, 0.02, 1.63
3, 128, -0.22, 1.24, 0.02, 1.64
3, 128, -0.28, 1.37, 0.03, 1.65
3, 128, -0.25, 1.30, 0.02, 1.62
3, 128, -0.24, 1.28, 0.02, 1.61
3, 128, -0.17, 1.25, 0.03, 1.64
3, 128, -0.17, 1.32, 0.02, 1.67
3, 128, -0.24, 1.24, 0.03, 1.66
3, 128, -0.18, 1.23, 0.03, 1.64
3, 128, -0.19, 1.28, 0.02, 1.66
3, 256, -0.26, 1.26, 0.02, 1.55
3, 256, -0.32, 1.34, 0.01, 1.58
3, 256, -0.20, 1.32, 0.02, 1.59
3, 256, -0.26, 1.34, 0.01, 1.58
3, 256, -0.28, 1.29, 0.01, 1.59
3, 256, -0.31, 1.28, 0.01, 1.60
3, 256, -0.26, 1.33, 0.02, 1.57
3, 256, -0.26, 1.29, 0.01, 1.56
3, 256, -0.26, 1.27, 0.02, 1.59
3, 256, -0.28, 1.27, 0.01, 1.59
