;date;site;latitude;longitude;elevation;depthOfTemperatureObservation;temperatureObserved;reference;note
;1959;5;79.01666667;-49.13333333;2147;10;-28.3;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;6;79.71666667;-51.41666667;1843;10;-25.8;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;7;80.38333333;-54.05;1524;10;-24;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;8;80.75;-55.33333333;1420;10;-23.8;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;9;79.46666667;-44.31666667;2215;10;-30;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;10;80;-39.63333333;2071;10;-29.6;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;11;80.65;-39.63333333;1960;10;-28.4;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;12;81.3;-39.73333333;1803;10;-26.5;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;;77.98333333;-52.5;2296;10;-29;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1959;;78.91666667;-48.2;2205;10;-29;Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.;
;1964;P42-7;77.04861111;-43.39361111;1819;10;-23.3;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;CenturyAstro;77.18138889;-43.1425;1885;10;-24.5;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;P42-11;77.28944444;-43.16722222;1886;10;-24.6;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;P42-13;77.39361111;-43.30166667;1877;10;-24.7;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;P42-l5;77.52222222;-43.46888889;1868;10;-24.8;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;P42-l7;77.56333333;-62.16721667;1760;10;-23.9;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;P42-19;77.58944444;-62.74527778;1654;10;-22.8;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;P42-21;77.61805556;-62.45138889;1510;10;-21.2;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;S-40;76.65;-62.15;1262;10;-16.3;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;S-30;76.78333333;-61.88333333;1553;10;-20.1;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;S-20;76.91666667;-61.66666667;1728;10;-22.1;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;HIRAN29;68.06666667;-42.33333333;2594;10;-23;"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.";
;1964;59-0;66.57166667;-47.2;1903;10;-12;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-26;66.46166667;-46.23333333;2100;10;-16.1;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-46;66.40333333;-45.51666667;2230;10;-18.0;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-66;66.31666667;-44.8;2316;10;-19.2;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-86;66.22333333;-44.13666667;2410;10;-20.6;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-190;65.195;-43.78333333;2426;10;-19.2;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-250;64.475;-42.95833333;2439;10;-17.2;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-275;64.48666667;-43.825;2650;10;-20.8;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-300;64.495;-44.68333333;2672;10;-21.1;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-325;64.47166667;-45.61666667;2486;10;-19.3;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-350;64.45166667;-46.575;2323;10;-17.4;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-375;64.43;-47.50833333;2139;10;-13.4;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-425;63.71666667;-47.32;2191;10;-14.6;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-475;63.19666667;-46.30166667;2548;10;-19.5;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-525;62.5;-46;2376;10;-16.4;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-550;62.21333333;-45.65;2411;10;-16.5;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-575;62.01666667;-45.03333333;2385;10;-14.4;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;59-600;61.82666667;-44.4;2160;10;-10.1;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-00;61.82666667;-44.4;2160;10;-10.1;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-25;62.01666667;-45.03333333;2385;10;-14.4;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-50;62.21333333;-45.65;2411;10;-16.5;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-75;62.50833333;-45.23333333;2574;10;-19.4;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-115;62.21666667;-45.06666667;2709;10;-21.2;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-270;65.195;-43.78333333;2426;10;-19.2;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-1-139;66.46166667;-46.23333333;2092;10;-16.1;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-1-117;66.26666667;-45.7;2208;10;-18.0;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-1-96;66.05;-45.15;2320;10;-19.2;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-1-75;65.85;-44.61666667;2423;10;-20.2;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-1-50;65.55;-44.13333333;2429;10;-19.9;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-1-23;65.195;-43.78333333;2426;10;-19.2;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1964;60-1-00;65.21666667;-43;2202;10;-16.1;Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.;
;1930;Eismitte;71.183;-39.933;3084;10;-28.21;Sorge, E. Glaziologische Untersuchungen in Eismitte, 5. Beitrag. p62-263 in K. Wegener: Wissenschaftliche Ergebnisse der deutschen Gro?nland-Expedition Alfred Wegener 1929 und 1930/1931 Bd. III Glaziologie.;
;1930;200 km Randabstand;71.19006;-45.4299;2549;8.15;-23.95;Wegener 1930;
;1973;isua_10;65.2093;-49.75;;10;-3.603028768;Colbeck, S. C., Gow, A. J.: The Margin of the Greenland Ice Sheet at Isua , Journal of Glaciology 24(90), Cambridge University Press (CUP), 155–165, 1979;
;1973;isua_14;65.2058;-49.7443;;10;-4.498139295;Colbeck, S. C., Gow, A. J.: The Margin of the Greenland Ice Sheet at Isua , Journal of Glaciology 24(90), Cambridge University Press (CUP), 155–165, 1979;
;1973;isua_13;65.2069;-49.7456;;10;-4.709911964;Colbeck, S. C., Gow, A. J.: The Margin of the Greenland Ice Sheet at Isua , Journal of Glaciology 24(90), Cambridge University Press (CUP), 155–165, 1979;
;1973;isua_12;65.2039;-49.753;;25.08100315;-3.796608038;Colbeck, S. C., Gow, A. J.: The Margin of the Greenland Ice Sheet at Isua , Journal of Glaciology 24(90), Cambridge University Press (CUP), 155–165, 1979;
;1973;isua_11;65.2072;-49.751;;24.93305144;-3.788243299;Colbeck, S. C., Gow, A. J.: The Margin of the Greenland Ice Sheet at Isua , Journal of Glaciology 24(90), Cambridge University Press (CUP), 155–165, 1979;
;30-06-1958;site_ii;76.983333;-56.066667;;16.21813925;-23.99805465;Hansen, B. L., Landauer, J. K.: Some results of ice cap drill hole measurements, Union Geodesique et Geophysique Internationale. Association Internationale d'Hydrologie Scientifique 47, 313–317, 1958;
;1988;renland;71.306;-26.768;;15;-18.444;BMV;
;05-11-1991;td41;69.533;-49.683;;10;-11;Unknown PDF: See td1;
;18-08-1988;td3;69.483;-50;;20;-2.1;Unknown PDF: See td1. Also Phillips (2010);
;19-05-1988;td2;69.45;-50.13;;27;-2.8;Unknown PDF: See td1;
;01-08-1962;tuto_ramp;76.41133;-68.287295;;10;-11.26972848;Davis, RM: Approach roads, Greenland 1960–1964 , Technical Report 133. Corps of Engineers, Cold Regions Research & Engineering Laboratory , 1967;
;25-05-1991;td52;69.566;-49.3;;10;-8.7;Unknown PDF: See td1 and Lüthi (2015);
;09-06-1990;td51;69.566;-49.3;;10;-9.3;Unknown PDF: See td1 and Lüthi (2015);
;28-08-1991;td42;69.533;-49.683;;10;-9.84;Unknown PDF: See td1;
;31-08-2007;T4;69.819983;-47.4505;1877;10;-15.18533142;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;30-09-2007;T4;69.819983;-47.4505;1877;10;-14.9348953;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-10-2007;T4;69.819983;-47.4505;1877;10;-14.73045819;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;30-11-2007;T4;69.819983;-47.4505;1877;10;-14.34871883;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-12-2007;T4;69.819983;-47.4505;1877;10;-14.1161058;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-01-2008;T4;69.819983;-47.4505;1877;10;-13.95411994;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-07-2007;T3;69.7836;-47.670183;1819;10;-14.37587841;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-08-2007;T3;69.7836;-47.670183;1819;10;-14.34228696;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;30-09-2007;T3;69.7836;-47.670183;1819;10;-14.01714213;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-10-2007;T3;69.7836;-47.670183;1819;10;-13.5464366;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;30-11-2007;T3;69.7836;-47.670183;1819;10;-13.12981435;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-12-2007;T3;69.7836;-47.670183;1819;10;-12.83544736;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-01-2008;T3;69.7836;-47.670183;1819;10;-12.72293333;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-07-2007;T2_08;69.756933;-47.880283;1750;10;-12.69194;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-08-2007;T2_08;69.756933;-47.880283;1750;10;-12.69798208;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;30-09-2007;T2_08;69.756933;-47.880283;1750;10;-12.40150255;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-10-2007;T2_08;69.756933;-47.880283;1750;10;-11.93809432;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;30-06-2008;T2_09;69.756933;-47.880283;1750;10;-11.29123294;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-07-2008;T2_09;69.756933;-47.880283;1750;10;-11.44436626;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-08-2008;T2_09;69.756933;-47.880283;1750;10;-11.59473253;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;30-09-2008;T2_09;69.756933;-47.880283;1750;10;-11.64370833;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-10-2008;T2_09;69.756933;-47.880283;1750;10;-11.60803947;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;30-11-2008;T2_09;69.756933;-47.880283;1750;10;-11.5078;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
;31-12-2008;T2_09;69.756933;-47.880283;1750;10;-11.41593548;J. Harper, N. Humphrey, T. Pfeffer, and J. Brown, Firn Stratigraphy and Temperature to 10 m Depth in the Percolation Zone of West Greenland, 2007-2009, INSTAAR Occasional Paper 60, 2011, 25 pp. https://instaar.colorado.edu/research/publications/occasional-papers/firn-stratigraphy-and-temperature-to-10-m-depth-in-the-percolation-zone-of/;
