,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,MAR_distance,MAR_lat,MAR_lon,MAR_i,MAR_j,MAR_elevation,MAR_10m_temp
784,828,2013-07-31,NUK_L,64.4822,-49.5358,530.0,10.0,0.04341579861111082,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-34.08636474609375
785,829,2013-08-31,NUK_L,64.4822,-49.5358,530.0,10.0,0.053185138888888615,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-39.57861328125
786,830,2013-12-31,NUK_L,64.4822,-49.5358,530.0,10.0,0.0994155580246912,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-37.265472412109375
787,831,2014-01-31,NUK_L,64.4822,-49.5358,530.0,10.0,0.07540859346340373,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-30.842864990234375
788,832,2014-02-28,NUK_L,64.4822,-49.5358,530.0,10.0,0.04563995740740723,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-30.650650024414062
789,833,2014-08-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.12913074459876575,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-31.670257568359375
790,834,2014-09-30,NUK_L,64.4822,-49.5358,530.0,10.0,-0.1679873044852648,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-30.85894775390625
791,835,2014-10-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.1859903436131021,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-29.950088500976562
792,836,2014-11-30,NUK_L,64.4822,-49.5358,530.0,10.0,-0.2045934840452006,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-29.070480346679688
793,837,2014-12-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.2225965231730379,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-28.177490234375
794,838,2015-01-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.24119966360513645,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2015,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-28.849609375
795,839,2015-02-28,NUK_L,64.4822,-49.5358,530.0,10.0,-0.259802804037235,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2015,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-28.14813232421875
796,840,2015-07-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.3672209374999975,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2015,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-34.59684753417969
797,841,2015-08-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.3609691666666659,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2015,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-35.837982177734375
798,842,2015-09-30,NUK_L,64.4822,-49.5358,530.0,10.0,-0.2631709432870365,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2015,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-35.69500732421875
799,843,2015-10-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.2269915892098727,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2015,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-34.819183349609375
800,844,2015-11-30,NUK_L,64.4822,-49.5358,530.0,10.0,-0.2597652770704661,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2015,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-33.89776611328125
801,845,2015-12-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.2941673855370777,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2015,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-33.14959716796875
802,846,2016-01-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.3297162309525762,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2016,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-38.29957580566406
803,847,2016-02-29,NUK_L,64.4822,-49.5358,530.0,10.0,-0.3652650763680747,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2016,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-38.30583190917969
804,848,2016-03-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.3985204478857991,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2016,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-38.288909912109375
805,849,2017-05-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.890470598958343,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-24.20355224609375
806,850,2017-06-30,NUK_L,64.4822,-49.5358,530.0,10.0,-0.7727660161554492,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-23.998992919921875
807,851,2017-07-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.4275408726717021,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-25.296844482421875
808,852,2017-08-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.4224278478411676,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-28.48089599609375
809,853,2017-09-30,NUK_L,64.4822,-49.5358,530.0,10.0,-0.3907082439980187,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-27.849746704101562
810,854,2017-10-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.3600118531820682,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-27.31842041015625
811,855,2017-11-30,NUK_L,64.4822,-49.5358,530.0,10.0,-0.3282922493389193,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-26.565963745117188
812,856,2017-12-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.2975958585229688,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-25.737518310546875
813,857,2018-01-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.2658762546798199,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-35.08740234375
814,858,2018-08-31,NUK_L,64.4822,-49.5358,530.0,10.0,-0.043839027777777824,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-38.1109619140625
815,859,2018-09-30,NUK_L,64.4822,-49.5358,530.0,10.0,-0.014570421006944357,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-37.908935546875
816,860,2018-10-31,NUK_L,64.4822,-49.5358,530.0,10.0,0.035430436264098766,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-37.1593017578125
817,861,2019-02-28,NUK_L,64.4822,-49.5358,530.0,10.0,0.09932227320582313,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-49.5358 64.48220000000001),161.265735755914,64.45670318603516,-49.589473724365234,37.0,28.0,555.8613891601562,-24.3343505859375
