,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,RACMO_distance,RACMO_lat,RACMO_lon,RACMO_i,RACMO_j,RACMO_elevation,RACMO_10m_temp
2634,3706,2016-04-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.19308381416605,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.201055908203102
2635,3707,2016-05-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.28732947509608,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.356176757812477
2636,3708,2016-06-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.294023211395224,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.45537414550779
2637,3709,2016-07-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.400682966047484,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.507879638671852
2638,3710,2016-08-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.470356826597138,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.524313354492165
2639,3711,2016-09-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.463795510385186,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.47923889160154
2640,3712,2016-10-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.562274336648697,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.370504760742165
2641,3713,2016-11-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.588729132553382,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.238119506835915
2642,3714,2016-12-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.410548448424786,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.143194580078102
2643,3715,2017-01-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.364315400893467,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.084661865234352
2644,3716,2017-02-28 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.30116293737235,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.103033447265602
2645,3717,2017-03-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.266249153847168,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.186285400390602
2646,3719,2017-05-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.323797260846924,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.463507080078102
2647,3720,2017-06-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.432938208686627,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.603903198242165
2648,3721,2017-07-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.50441373120298,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.711614990234352
2649,3722,2017-08-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.601705194909238,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.769384765624977
2650,3723,2017-09-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-15.543368518363124,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.772497558593727
2651,3724,2017-10-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-15.53028243464621,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.70372619628904
2652,3725,2017-11-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-15.187251736966743,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.58812561035154
2653,3726,2017-12-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.574720713372654,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.454107666015602
2654,3727,2018-01-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.925723219004505,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.395635986328102
2655,3728,2018-02-28 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.940118096630016,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.380529785156227
2656,3729,2018-03-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.485420180126775,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.422094726562477
2657,3730,2018-04-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.821679099282193,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.506231689453102
2658,3731,2018-05-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.79661631098996,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.614706420898415
2659,3732,2018-06-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.831384284143482,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.712423706054665
2660,3733,2018-07-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.684417351247596,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.79198303222654
2661,3734,2018-08-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.996918277446404,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.819464111328102
2662,3735,2018-09-30 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-15.08240401329721,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.787695312499977
2663,3736,2018-10-31 00:00:00,CP1,69.87975311279297,-46.98667144775391,1942.0,10.0,-14.95289896946299,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-46.98667144775391 69.87975311279297),165.2844462628145,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-17.70250549316404
2664,3737,2015-05-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.16226896229225,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2015,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.82005920410154
2665,3738,2015-06-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.42730375248595,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2015,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.957174682617165
2666,3739,2015-07-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.80405870551351,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2015,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.055609130859352
2667,3740,2015-08-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.02178807569915,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2015,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.144384765624977
2668,3741,2015-09-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.08995657888689,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2015,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.18639221191404
2669,3742,2015-10-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.99498052237206,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2015,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.15209045410154
2670,3743,2015-11-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.797338008235016,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2015,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.074194335937477
2671,3744,2015-12-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.59239719331483,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2015,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.990332031249977
2672,3745,2016-01-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.406986595730327,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.922872924804665
2673,3746,2016-02-29 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.357594612272408,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.918905639648415
2674,3747,2016-03-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.468719179446904,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.970800781249977
2675,3748,2016-04-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.57818937108442,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.047689819335915
2676,3749,2016-05-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.751215467727178,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.14372863769529
2677,3750,2016-06-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.976696976438753,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.22411193847654
2678,3751,2016-07-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.064920699603302,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.260015869140602
2679,3752,2016-08-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.137551077151667,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.26775207519529
2680,3753,2016-09-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.10098655695324,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.231207275390602
2681,3754,2016-10-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.94524998216352,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.14775695800779
2682,3755,2016-11-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.63925418237014,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.037435913085915
2683,3756,2016-12-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.35058573423717,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2016,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.936117553710915
2684,3757,2017-01-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.234355805243926,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.85442199707029
2685,3758,2017-02-28 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.146367649349312,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.82207336425779
2686,3759,2017-03-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.17722196375309,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.837011718749977
2687,3760,2017-04-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.31108448372737,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.890234374999977
2688,3761,2017-05-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-17.457771526935673,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2017,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.970587158203102
2689,3773,2018-05-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.04164975206882,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-19.983480834960915
2690,3774,2018-06-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.193938651962355,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.071234130859352
2691,3775,2018-07-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.3932465163916,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.152136230468727
2692,3776,2018-08-31 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.52906049828176,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.198812866210915
2693,3777,2018-09-30 00:00:00,EKT,66.98539733886719,-44.39400100708008,2361.0,10.0,-18.16048961176644,"MacFerrin, M., Stevens, C.M., Vandecrux, B., Waddington, E., Abdalati, W.: The Greenland Firn Compaction Verification and Reconnaissance (FirnCover) Dataset, 2013-2019, submitted to ESSD",FirnCover,,2018,POINT (-44.39400100708008 66.98539733886719),157.5241687005963,66.99526977539062,-44.39814758300781,191.0,147.0,1.0,-20.199011230468727
