,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,RACMO_distance,RACMO_lat,RACMO_lon,RACMO_i,RACMO_j,RACMO_elevation,RACMO_10m_temp
1051,1057,2017-02-28,THU_U,76.4197,-68.1463,760.0,10.0,-9.333811127951094,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.638098144531227
1052,1058,2017-03-31,THU_U,76.4197,-68.1463,760.0,10.0,-9.662852774949192,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.854528808593727
1053,1059,2017-04-30,THU_U,76.4197,-68.1463,760.0,10.0,-10.069499213115613,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.150030517578102
1054,1060,2017-05-31,THU_U,76.4197,-68.1463,760.0,10.0,-10.46314510136369,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.477606201171852
1055,1061,2017-06-30,THU_U,76.4197,-68.1463,760.0,10.0,-10.720822313929482,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.737066650390602
1056,1062,2017-07-31,THU_U,76.4197,-68.1463,760.0,10.0,-10.749815176800766,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.723272705078102
1057,1063,2017-08-31,THU_U,76.4197,-68.1463,760.0,10.0,-10.711114478732163,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.666174316406227
1058,1064,2017-09-30,THU_U,76.4197,-68.1463,760.0,10.0,-10.46174261438794,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.466864013671852
1059,1065,2017-10-31,THU_U,76.4197,-68.1463,760.0,10.0,-9.888366283110766,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.038580322265602
1060,1066,2017-11-30,THU_U,76.4197,-68.1463,760.0,10.0,-9.50734739149079,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.703375244140602
1061,1067,2017-12-31,THU_U,76.4197,-68.1463,760.0,10.0,-9.307900346576256,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2017,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.419042968749977
1062,1068,2018-01-31,THU_U,76.4197,-68.1463,760.0,10.0,-9.426294433630169,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.371618652343727
1063,1069,2018-02-28,THU_U,76.4197,-68.1463,760.0,10.0,-9.61659088650517,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.389868164062477
1064,1070,2018-03-31,THU_U,76.4197,-68.1463,760.0,10.0,-9.920014388660649,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.542883300781227
1065,1071,2018-04-30,THU_U,76.4197,-68.1463,760.0,10.0,-10.253792726201713,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.735357666015602
1066,1072,2018-05-31,THU_U,76.4197,-68.1463,760.0,10.0,-10.62101758541922,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.948797607421852
1067,1073,2018-06-30,THU_U,76.4197,-68.1463,760.0,10.0,-10.917874677305216,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.085150146484352
1068,1074,2018-07-31,THU_U,76.4197,-68.1463,760.0,10.0,-10.991516719867649,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.172460937499977
1069,1075,2018-08-31,THU_U,76.4197,-68.1463,760.0,10.0,-10.76598500040932,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.065130615234352
1070,1076,2018-09-30,THU_U,76.4197,-68.1463,760.0,10.0,-10.263367837990849,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.742803955078102
1071,1077,2018-10-31,THU_U,76.4197,-68.1463,760.0,10.0,-9.708971580239943,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.337866210937477
1072,1078,2018-11-30,THU_U,76.4197,-68.1463,760.0,10.0,-9.408011211535577,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-14.999487304687477
1073,1079,2018-12-31,THU_U,76.4197,-68.1463,760.0,10.0,-9.338103435930842,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2018,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-14.869451904296852
1074,1080,2019-01-31,THU_U,76.4197,-68.1463,760.0,10.0,-9.533840845021173,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-14.924047851562477
1075,1081,2019-02-28,THU_U,76.4197,-68.1463,760.0,10.0,-9.832308874653371,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.097906494140602
1076,1082,2019-03-31,THU_U,76.4197,-68.1463,760.0,10.0,-10.223333203174311,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.371160888671852
1077,1083,2019-04-30,THU_U,76.4197,-68.1463,760.0,10.0,-10.679976471341398,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.709295654296852
1078,1084,2019-05-31,THU_U,76.4197,-68.1463,760.0,10.0,-11.041202378220728,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.091345214843727
1079,1085,2019-07-31,THU_U,76.4197,-68.1463,760.0,10.0,-11.296104969592836,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.169348144531227
1080,1086,2019-08-31,THU_U,76.4197,-68.1463,760.0,10.0,-11.544484698113262,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-16.099401855468727
1081,1087,2019-09-30,THU_U,76.4197,-68.1463,760.0,10.0,-11.256218773715144,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.981298828124977
1082,1088,2019-10-31,THU_U,76.4197,-68.1463,760.0,10.0,-10.465017292610478,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2019,POINT (-68.1463 76.41970000000001),204.48693237456473,76.45792388916016,-68.16426849365234,413.0,63.0,0.8278274536132812,-15.684637451171852
1083,1089,2009-08-31,UPE_L,72.8932,-54.2955,220.0,10.0,-6.282890248480903,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-14.295599365234352
1084,1090,2009-09-30,UPE_L,72.8932,-54.2955,220.0,10.0,-6.23303649590224,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-14.203436279296852
1085,1091,2009-10-31,UPE_L,72.8932,-54.2955,220.0,10.0,-6.068852723675776,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.988043212890602
1086,1092,2009-11-30,UPE_L,72.8932,-54.2955,220.0,10.0,-5.856423737098703,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.784490966796852
1087,1093,2009-12-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.725486209224464,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.693212890624977
1088,1094,2010-01-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.819259691174233,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.740301513671852
1089,1095,2010-02-28,UPE_L,72.8932,-54.2955,220.0,10.0,-5.929318413444861,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.854101562499977
1090,1096,2010-03-31,UPE_L,72.8932,-54.2955,220.0,10.0,-6.050743086490734,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.986914062499977
1091,1097,2010-04-30,UPE_L,72.8932,-54.2955,220.0,10.0,-6.185921134253795,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-14.138464355468727
1092,1098,2010-05-31,UPE_L,72.8932,-54.2955,220.0,10.0,-6.354338439244708,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-14.263250732421852
1093,1099,2010-06-30,UPE_L,72.8932,-54.2955,220.0,10.0,-6.309412839751205,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-14.253790283203102
1094,1100,2010-07-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.843040210940106,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-14.182287597656227
1095,1101,2012-08-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.837851927305912,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.863226318359352
1096,1102,2012-09-30,UPE_L,72.8932,-54.2955,220.0,10.0,-5.7963320400894895,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.760351562499977
1097,1103,2012-10-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.656140561664713,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.510382080078102
1098,1104,2012-11-30,UPE_L,72.8932,-54.2955,220.0,10.0,-5.3999288804037056,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.231756591796852
1099,1105,2012-12-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.167304785410437,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.008581542968727
1100,1106,2013-01-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.055649597237384,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-12.940588378906227
1101,1107,2013-02-28,UPE_L,72.8932,-54.2955,220.0,10.0,-5.076984140465158,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-12.988409423828102
1102,1108,2013-03-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.286205477317565,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.120947265624977
1103,1109,2013-04-30,UPE_L,72.8932,-54.2955,220.0,10.0,-5.648263214545534,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.319708251953102
1104,1110,2013-05-31,UPE_L,72.8932,-54.2955,220.0,10.0,-6.137837824095801,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.524694824218727
1105,1111,2013-06-30,UPE_L,72.8932,-54.2955,220.0,10.0,-6.204431825966903,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.594580078124977
1106,1112,2013-07-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.953638440715022,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.618719482421852
1107,1113,2013-08-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.995365161533817,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.618505859374977
1108,1114,2013-09-30,UPE_L,72.8932,-54.2955,220.0,10.0,-5.907658359877503,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.525152587890602
1109,1115,2013-10-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.709917086863282,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.287817382812477
