,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,ERA_distance,ERA_lat,ERA_lon,ERA_i,ERA_j
258,2016-06-11 15:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,-0.4706894837188407,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
259,2016-07-01 00:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
260,2016-08-01 00:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
261,2016-09-01 01:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
262,2016-10-01 01:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
263,2016-11-01 01:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
264,2016-12-01 01:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
265,2017-01-01 01:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2017,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
266,2017-02-01 01:00:00,FA_15_1,66.3622,-39.3119,1664.0,10.0,-0.2153816823330432,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2017,149.46477800842084,66.38312723121825,-39.31788839747699,463.0,511.0
267,2015-08-09 20:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2015,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
268,2015-09-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2015,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
269,2015-10-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2015,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
270,2015-11-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2015,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
271,2015-12-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2015,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
272,2016-01-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
273,2016-02-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
274,2016-03-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
275,2016-04-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
276,2016-05-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,-0.0016298481951176,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
277,2016-06-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,-0.2037584581180891,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
278,2016-07-01 00:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
279,2016-08-03 23:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
280,2016-09-01 01:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
281,2016-10-01 01:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
282,2016-11-01 01:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
283,2016-12-01 03:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2016,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
284,2017-01-01 01:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,0.0,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2017,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
285,2017-02-01 01:00:00,FA_15_2,66.3548,-39.1788,1543.0,10.0,-1.4360650793816128e-05,"Miller, O., Solomon, D.K., Miège, C., Koenig, L., Forster, R., Schmerr, N., Ligtenberg, S.R., Legchenko, A., Voss, C.I., Montgomery, L. and McConnell, J.R., 2020. Hydrology of a perennial firn aquifer in Southeast Greenland: an overview driven by field data. Water Resources Research, 56(8), p.e2019WR026348. Dataset doi:10.18739/A2R785P5W",Miller et al. (2020),"interpolated to 10 m, monthly snapshot",2017,149.29053792794875,66.37902752531939,-39.21607554316877,463.0,512.0
286,1957-01-01 00:00:00,Dumont Tunnel,71.47,-33.35,2883.0,10.0,-28.4,"de Quervain, M. (1969), Schneckundliche Arbeiten der Internat. Glaziolog. Gronlandexpedition. Meddelelser om Gronland, Bd. 177, Nr. 4.","de Quervain, 1969",as reported in McGrath et al. (2013),1957,148.21707247404487,71.46117199985984,-33.32942173882479,334.0,544.0
287,1959-01-01 00:00:00,Station Centrale,70.9167,-40.6333,3009.0,10.0,-27.1,"de Quervain, M. (1969), Schneckundliche Arbeiten der Internat. Glaziolog. Gronlandexpedition. Meddelelser om Gronland, Bd. 177, Nr. 4.","de Quervain, 1969",as reported in McGrath et al. (2013),1959,157.73693263307013,70.90783855474433,-40.615870697536735,355.0,490.0
288,1960-01-01 00:00:00,Station Centrale,70.9167,-40.6333,3009.0,10.0,-27.1,"de Quervain, M. (1969), Schneckundliche Arbeiten der Internat. Glaziolog. Gronlandexpedition. Meddelelser om Gronland, Bd. 177, Nr. 4.","de Quervain, 1969",as reported in McGrath et al. (2013),1960,157.73693263307013,70.90783855474433,-40.615870697536735,355.0,490.0
289,1964-01-01 00:00:00,Station Centrale,70.9167,-40.6333,3009.0,10.0,-27.4,"de Quervain, M. (1969), Schneckundliche Arbeiten der Internat. Glaziolog. Gronlandexpedition. Meddelelser om Gronland, Bd. 177, Nr. 4.","de Quervain, 1969",as reported in McGrath et al. (2013),1964,157.73693263307013,70.90783855474433,-40.615870697536735,355.0,490.0
290,1959-01-01 00:00:00,Jarl-Joset Station,71.47,-33.35,2883.0,10.0,-27.8,"de Quervain, M. (1969), Schneckundliche Arbeiten der Internat. Glaziolog. Gronlandexpedition. Meddelelser om Gronland, Bd. 177, Nr. 4.","de Quervain, 1969",as reported in McGrath et al. (2013),1959,148.21707247404487,71.46117199985984,-33.32942173882479,334.0,544.0
291,1960-01-01 00:00:00,Jarl-Joset Station,71.47,-33.35,2883.0,10.0,-27.5,"de Quervain, M. (1969), Schneckundliche Arbeiten der Internat. Glaziolog. Gronlandexpedition. Meddelelser om Gronland, Bd. 177, Nr. 4.","de Quervain, 1969",as reported in McGrath et al. (2013),1960,148.21707247404487,71.46117199985984,-33.32942173882479,334.0,544.0
292,1964-01-01 00:00:00,Jarl-Joset Station,71.47,-33.35,2883.0,10.0,-27.5,"de Quervain, M. (1969), Schneckundliche Arbeiten der Internat. Glaziolog. Gronlandexpedition. Meddelelser om Gronland, Bd. 177, Nr. 4.","de Quervain, 1969",as reported in McGrath et al. (2013),1964,148.21707247404487,71.46117199985984,-33.32942173882479,334.0,544.0
293,1959-01-01 00:00:00,Crete,71.1204,-37.3164,3224.0,10.0,-30.1,"de Quervain, M. (1969), Schneckundliche Arbeiten der Internat. Glaziolog. Gronlandexpedition. Meddelelser om Gronland, Bd. 177, Nr. 4.","de Quervain, 1969",as reported in McGrath et al. (2013),1959,153.36688058442303,71.12991226386355,-37.326810275623366,347.0,515.0
294,1974-01-01 00:00:00,Crete,71.1204,-37.3164,3224.0,10.0,-30.4,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1974,153.36688058442303,71.12991226386355,-37.326810275623366,347.0,515.0
295,1974-01-01 00:00:00,Summit,72.286,-37.9798,3259.0,10.0,-32.0,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1974,155.88285540910968,72.2485886659026,-37.937259535436105,321.0,507.0
296,1977-01-01 00:00:00,North Central,74.6213,-39.6017,2966.0,10.0,-32.0,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1977,161.48847469022695,74.61783762801359,-39.53834559255979,266.0,490.0
297,1984-01-01 00:00:00,Crete B,70.6508,-37.4788,3185.0,10.0,-29.8,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1984,152.95914254049293,70.6759491279099,-37.51134461539541,358.0,515.0
298,1984-01-01 00:00:00,Crete C,70.677,-38.787,3175.0,10.0,-29.1,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1984,154.80150307432567,70.68431769968606,-38.774066487105834,359.0,505.0
299,1984-01-01 00:00:00,Crete D,70.6398,-39.6178,3060.0,10.0,-28.3,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1984,155.98189766301388,70.67226382846786,-39.661851026933476,360.0,498.0
300,1985-01-01 00:00:00,Crete A,70.6349,-35.82,3140.0,10.0,-29.4,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1985,150.5942508201251,70.63899026804165,-35.878534698087556,357.0,528.0
301,1985-01-01 00:00:00,Crete H,70.8651,-35.8381,3153.0,10.0,-29.5,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1985,150.95207141722491,70.89213232694338,-35.883133580643666,351.0,527.0
302,1985-01-01 00:00:00,Crete E,71.7593,-35.8505,3132.0,10.0,-30.4,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1985,152.18383635384637,71.77622931828662,-35.83441349489966,330.0,524.0
303,1985-01-01 00:00:00,Crete F,71.492,-35.8812,3136.0,10.0,-30.4,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1985,151.8198373129287,71.48129273130039,-35.85117936527506,337.0,525.0
304,1985-01-01 00:00:00,Crete G,71.155,-35.8377,3143.0,10.0,-30.1,"Clausen, H., N. Gundestrup, S. Johnsen, R. Bindschadler and J. Zwally (1988), Glaciological investigations in the Crete area, Central Greenland: A search for a new deep-drilling site. Ann. Glaciol.,10, 10-15.","Clausen et al., 1988",as reported in McGrath et al. (2013),1985,151.35387558816285,71.18659254910993,-35.86741101713046,344.0,526.0
305,1997-01-01 00:00:00,Summit,72.5667,-38.5,3248.0,10.0,-31.1,"Steffen, K. and J. Box (2001), Surface climatology of the Greenland ice sheet: Greenland Climate Network 1995-1999, J. Geophys. Res., 106, 33,951-33,965",Steffen et al. (1996),as reported in McGrath et al. (2013),1997,157.07661174533382,72.5638350713159,-38.509339255304205,314.0,502.0
306,2001-01-01 00:00:00,Summit,72.5667,-38.5,3248.0,10.0,-31.0,"Steffen, K. and J. Box (2001), Surface climatology of the Greenland ice sheet: Greenland Climate Network 1995-1999, J. Geophys. Res., 106, 33,951-33,972",Steffen et al. (1996),as reported in McGrath et al. (2013),2001,157.07661174533382,72.5638350713159,-38.509339255304205,314.0,502.0
307,2002-01-01 00:00:00,Summit,72.5667,-38.5,3248.0,10.0,-30.8,"Steffen, K. and J. Box (2001), Surface climatology of the Greenland ice sheet: Greenland Climate Network 1995-1999, J. Geophys. Res., 106, 33,951-33,974",Steffen et al. (1996),as reported in McGrath et al. (2013),2002,157.07661174533382,72.5638350713159,-38.509339255304205,314.0,502.0
308,1996-06-30 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.697698830409369,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1996,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
309,1996-07-31 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.7694397338197,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1996,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
310,1996-08-31 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.898882450647237,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1996,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
311,1996-10-31 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.882478741935516,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1996,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
312,1996-11-30 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.671196753559167,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1996,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
313,1996-12-31 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.424069614683322,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1996,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
314,1997-01-31 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.335290172297023,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1997,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
315,1997-02-28 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.3930618966613,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1997,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
316,1997-03-31 00:00:00,SwissCamp,69.56833,-49.31582,1149.0,10.0,-8.413821177435082,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",Steffen et al. (1996),depth unsure,1997,168.1538096971758,69.57523642978869,-49.346010668747006,387.0,419.0
