date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note
2015-08-31 00:00:00,UPE_U,72.8878,-53.578300000000006,940.0,10.0,-8.25758306536882,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2015-09-30 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-8.275054439204924,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2015-10-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-8.125841256013636,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2015-11-30 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-7.794263652660517,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2015-12-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-7.697927406314361,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2016-01-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-7.663050535334899,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2016-02-29 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-7.746061153817964,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2016-03-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-7.931081522612381,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2016-04-30 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-8.20754143451063,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2016-05-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-8.442339979480945,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2016-06-30 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-8.610643454317179,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2016-07-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-8.614664539123476,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2016-08-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-8.672912570271164,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2017-03-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-7.617746570866116,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2017-04-30 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-7.977212069359725,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2017-05-31 00:00:00,UPE_U,72.8878,-53.5783,940.0,10.0,-8.551847144944343,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
2017-06-30 00:00:00,UPE_U,72.8878,-53.57829999999999,940.0,10.0,-8.825843235003669,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,
1999-05-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.631512283685154,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
1999-06-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.691573220180704,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
1999-07-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.782884778688604,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
1999-08-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.84238048079588,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
1999-09-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-18.005844004017995,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
1999-10-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.932132801130393,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
1999-11-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.76048007507236,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
1999-12-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.450173887631635,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-01-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.06129518022174,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-02-29 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.93997073519085,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-03-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.01091324160057,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-04-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.996754588174653,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-05-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.083707225460582,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-06-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.28048646396953,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-07-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.438098757082894,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-08-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.47064077564516,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-09-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.580314478723956,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-10-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.742611181339893,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-11-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.946017533639626,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2000-12-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.66545675025266,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-01-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.487263366593005,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-02-28 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.96407296498572,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-03-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.25726762362666,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-04-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.593576391567016,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-05-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.08474429405812,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-06-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.086623668077266,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-07-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.118174657070416,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-08-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.25745794591075,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-09-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.40029040029319,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-10-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.50916670806839,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-11-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.711732663291063,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2001-12-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-18.02195820230483,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-01-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.314951350187012,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-02-28 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.653266016891497,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-03-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.191827086832827,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-04-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.203856381781517,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-05-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.208861277491266,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-06-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.123639003525234,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-07-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.236302825746726,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-08-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.273777928813594,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-09-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.45953276876896,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-10-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.441156238912797,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-11-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.423690560442527,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2002-12-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.220685246992456,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-01-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.016720005898144,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-02-28 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.03456813673144,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-03-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.900895385787983,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-04-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.007507414610693,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-05-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.864266265964137,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-06-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.8107253313874,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-07-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.919988396279386,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-08-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.969808050246478,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-09-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.850205038011648,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-10-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.105241380259024,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-11-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-17.120029221191345,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-12-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.85828037532151,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-01-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.737363967966246,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-02-29 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.522279825873014,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-03-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.40714575149413,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-04-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.359031332628998,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-05-31 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.37671207592424,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-06-30 00:00:00,CP1,69.87975,-46.98667,2022.0,10.0,-16.380083653037833,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-05-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.37934070626774,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-06-30 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.38711986500936,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-07-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.464494153629158,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-08-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.554393232259528,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-09-30 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.581616633838152,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-10-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.65850397745476,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-11-30 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.65670943203503,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2003-12-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.4936421977288,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-01-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.41286610360242,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-02-29 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.29855894398605,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-03-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.15093345475464,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-04-30 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.16464666171555,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-05-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.104383122318943,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-06-30 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.081173370425923,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-07-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.189805000444228,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-08-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.323879877894445,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-09-30 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.45934725664957,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-10-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.428818881466317,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-11-30 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.40305941658413,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
2004-12-31 00:00:00,NASA-U,73.84189,-49.49831,2369.0,10.0,-23.30835083691573,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,
